item,item_label,shared_class,shared_label
Q17854501,CA5AP1,Q277338,pseudogene
Q17855270,SLC25A20P1,Q277338,pseudogene
Q17855503,CALCP,Q277338,pseudogene
Q17855527,CALM1P1,Q277338,pseudogene
Q17855532,CALM1P2,Q277338,pseudogene
Q17855539,CALM2P2,Q277338,pseudogene
Q17855547,CALM2P3,Q277338,pseudogene
Q17856654,CCND2P1,Q277338,pseudogene
Q17856745,CCND3P1,Q277338,pseudogene
Q17859009,CD24P1,Q277338,pseudogene
Q17859026,CD24P2,Q277338,pseudogene
Q17859042,CD24P3,Q277338,pseudogene
Q17859052,CD24P4,Q277338,pseudogene
Q17860089,CDH12P2,Q277338,pseudogene
Q17861227,CELP,Q277338,pseudogene
Q17861364,CENPCP1,Q277338,pseudogene
Q17861487,CFL1P5,Q277338,pseudogene
Q17861540,CEACAMP5,Q277338,pseudogene
Q17861577,CEACAMP2,Q277338,pseudogene
Q17861580,CEACAMP3,Q277338,pseudogene
Q17861585,CEACAMP4,Q277338,pseudogene
Q17861593,CEACAMP6,Q277338,pseudogene
Q17861600,CEACAMP7,Q277338,pseudogene
Q17861604,CEACAMP8,Q277338,pseudogene
Q17861608,CEACAMP9,Q277338,pseudogene
Q17861613,CEACAMP10,Q277338,pseudogene
Q17862001,CKBP1,Q277338,pseudogene
Q17862169,CLK2P1,Q277338,pseudogene
Q17908923,COX5BP1,Q277338,pseudogene
Q17908934,COX5BP2,Q277338,pseudogene
Q17908944,COX5BP3,Q277338,pseudogene
Q17908952,COX5BP4,Q277338,pseudogene
Q17908961,COX5BP7,Q277338,pseudogene
Q17908986,COX6A1P1,Q277338,pseudogene
Q17909043,COX6B1P2,Q277338,pseudogene
Q17909048,COX6B1P3,Q277338,pseudogene
Q17909077,COX7A2P2,Q277338,pseudogene
Q17910192,CRYBB2P1,Q277338,pseudogene
Q17910330,CRYGFP,Q277338,pseudogene
Q18051501,UPF3AP2,Q277338,pseudogene
Q18051506,LRRC37BP1,Q277338,pseudogene
Q18051595,WBP2P1,Q277338,pseudogene
Q18051729,ZNF285BP,Q277338,pseudogene
Q18051784,TPM3P9,Q277338,pseudogene
Q18051798,ZNF542P,Q277338,pseudogene
Q18051820,ZNF738,Q277338,pseudogene
Q18051832,SONP1,Q277338,pseudogene
Q18051836,MRPS33P1,Q277338,pseudogene
Q18051851,PTPRVP,Q277338,pseudogene
Q18051858,HSD17B7P1,Q277338,pseudogene
Q18051872,LDC1P,Q277338,pseudogene
Q18051879,RPS7P4,Q277338,pseudogene
Q18051896,KRT8P45,Q277338,pseudogene
Q18051899,CHIAP2,Q277338,pseudogene
Q18051911,NCOR1P1,Q277338,pseudogene
Q18051915,ANKRD30BP2,Q277338,pseudogene
Q18051917,ABCC13,Q277338,pseudogene
Q18051932,ZDHHC8P1,Q277338,pseudogene
Q18051958,YWHAZP2,Q277338,pseudogene
Q18051978,PTMAP5,Q277338,pseudogene
Q18051980,PPIL1P1,Q277338,pseudogene
Q18051995,SULT1C2P1,Q277338,pseudogene
Q18052001,TXNP5,Q277338,pseudogene
Q18052007,MYADML,Q277338,pseudogene
Q18052012,MSL3P1,Q277338,pseudogene
Q18052020,BZW1P2,Q277338,pseudogene
Q18052023,PSMC1P1,Q277338,pseudogene
Q18052062,KRT18P43,Q277338,pseudogene
Q18052083,PP1P,Q277338,pseudogene
Q18052170,VENTXP4,Q277338,pseudogene
Q18052178,NUDT16L2P,Q277338,pseudogene
Q18052183,CIDECP1,Q277338,pseudogene
Q18052200,RPL7AP27,Q277338,pseudogene
Q18052202,FAM192BP,Q277338,pseudogene
Q18052204,ARL4AP2,Q277338,pseudogene
Q18052213,RTN3P1,Q277338,pseudogene
Q18052252,SEM1P1,Q277338,pseudogene
Q18052254,SRP72P2,Q277338,pseudogene
Q18052284,PRSS3P2,Q277338,pseudogene
Q18052299,ST13P7,Q277338,pseudogene
Q18052308,CCT8L1P,Q277338,pseudogene
Q18052311,OR7E136P,Q277338,pseudogene
Q18052313,SBDSP1,Q277338,pseudogene
Q18052315,NSUN5P1,Q277338,pseudogene
Q18052319,RPL21P11,Q277338,pseudogene
Q18052322,CYCSP55,Q277338,pseudogene
Q18052329,ST13P6,Q277338,pseudogene
Q18052344,SEC11B,Q277338,pseudogene
Q18052345,LYPLA1P3,Q277338,pseudogene
Q18052347,TDH,Q277338,pseudogene
Q18052357,IL6RP1,Q277338,pseudogene
Q18052360,CDC20P1,Q277338,pseudogene
Q18052362,IFNA12P,Q277338,pseudogene
Q18052371,EEF1A1P5,Q277338,pseudogene
Q18052372,RPS10P3,Q277338,pseudogene
Q18052378,HSD17B7P2,Q277338,pseudogene
Q18052379,SERPINH1P1,Q277338,pseudogene
Q18052381,LDHAP4,Q277338,pseudogene
Q18052393,RPL4P5,Q277338,pseudogene
Q18052395,YBX1P10,Q277338,pseudogene
Q18052397,ATP8B5P,Q277338,pseudogene
Q18052398,YWHAZP6,Q277338,pseudogene
Q18052405,PSMA7P,Q277338,pseudogene
Q18052406,ASS1P3,Q277338,pseudogene
Q18052417,RPSAP3,Q277338,pseudogene
Q18052425,NKAPP1,Q277338,pseudogene
Q18052432,PHF10P1,Q277338,pseudogene
Q18052441,RBMY2EP,Q277338,pseudogene
Q18052442,RBMY2FP,Q277338,pseudogene
Q18052449,CBX3P1,Q277338,pseudogene
Q18052458,KRT19P2,Q277338,pseudogene
Q18052463,PSMC6P2,Q277338,pseudogene
Q18052475,SP3P,Q277338,pseudogene
Q18052488,OR4H12P,Q277338,pseudogene
Q18052494,RPL7AP10,Q277338,pseudogene
Q18052501,CSNK1A1P1,Q277338,pseudogene
Q18052530,USP32P1,Q277338,pseudogene
Q18052545,CYP2T3P,Q277338,pseudogene
Q18052554,TAF9P3,Q277338,pseudogene
Q18052573,CYP4Z2P,Q277338,pseudogene
Q18052575,SLC25A3P1,Q277338,pseudogene
Q18052591,CST13P,Q277338,pseudogene
Q18052602,CYCSP7,Q277338,pseudogene
Q18052834,PRSS3P1,Q277338,pseudogene
Q18052840,CDC14C,Q277338,pseudogene
Q18052843,SEPHS1P1,Q277338,pseudogene
Q18052898,ARF4P2,Q277338,pseudogene
Q18052900,CDC42P1,Q277338,pseudogene
Q18052901,COX6CP2,Q277338,pseudogene
Q18052905,EIF4EBP2P1,Q277338,pseudogene
Q18052906,ENSAP1,Q277338,pseudogene
Q18052908,FAT1P1,Q277338,pseudogene
Q18052910,FTLP1,Q277338,pseudogene
Q18052913,GAPDHP2,Q277338,pseudogene
Q18052914,GCNT1P1,Q277338,pseudogene
Q18052915,GLRXP1,Q277338,pseudogene
Q18052917,GSTM3P1,Q277338,pseudogene
Q18052918,HNRNPA1P3,Q277338,pseudogene
Q18052920,HNRNPA3P2,Q277338,pseudogene
Q3290007,polar desert,Q271669,landform
Q135581738,gravel desert,Q271669,landform
Q135581787,sandy desert,Q271669,landform
Q182933,,Q272683,instruction set architecture
Q18038348,OR4F1P,Q277338,pseudogene
Q18038353,OR4B2P,Q277338,pseudogene
Q18038357,OR2U2P,Q277338,pseudogene
Q18038359,OR2U1P,Q277338,pseudogene
Q18038362,OR2N1P,Q277338,pseudogene
Q18038364,OR2H5P,Q277338,pseudogene
Q18038366,OR2G1P,Q277338,pseudogene
Q18038367,OR2E1P,Q277338,pseudogene
Q18038373,OR1H1P,Q277338,pseudogene
Q18038458,RNU12-2P,Q277338,pseudogene
Q18038461,RNU6-50P,Q277338,pseudogene
Q18038474,RNU4-6P,Q277338,pseudogene
Q18038475,RNU4-5P,Q277338,pseudogene
Q18038476,RNU4-4P,Q277338,pseudogene
Q18038477,RNU4-3P,Q277338,pseudogene
Q18038479,SNORD3P4,Q277338,pseudogene
Q18038482,SNORD3P2,Q277338,pseudogene
Q18038485,RNU2-5P,Q277338,pseudogene
Q18038486,RNU2-4P,Q277338,pseudogene
Q18038487,RNU2-3P,Q277338,pseudogene
Q18038492,RNU2-2P,Q277338,pseudogene
Q18038501,RNU1-15P,Q277338,pseudogene
Q18038503,RNU1-14P,Q277338,pseudogene
Q18038504,RNU1-13P,Q277338,pseudogene
Q18038506,RNU1-11P,Q277338,pseudogene
Q18038509,RNU1-27P,Q277338,pseudogene
Q18038510,RNU1-28P,Q277338,pseudogene
Q18038520,ABCD1P4,Q277338,pseudogene
Q18038529,PABPC1P3,Q277338,pseudogene
Q18038530,PABPC1P1,Q277338,pseudogene
Q18038531,ABCD1P3,Q277338,pseudogene
Q18038532,ABCD1P2,Q277338,pseudogene
Q18038545,PAFAH1B1P2,Q277338,pseudogene
Q18038600,KCNMB3P1,Q277338,pseudogene
Q18038683,INGX,Q277338,pseudogene
Q18038691,COTL1P1,Q277338,pseudogene
Q18038702,MOCS1P1,Q277338,pseudogene
Q18038706,TRAPPC2P6,Q277338,pseudogene
Q18038707,TRAPPC2P5,Q277338,pseudogene
Q18038708,TRAPPC2P4,Q277338,pseudogene
Q18038710,TRAPPC2P3,Q277338,pseudogene
Q18038711,TRAPPC2P2,Q277338,pseudogene
Q18038716,GPR79,Q277338,pseudogene
Q18038780,TNRC18P2,Q277338,pseudogene
Q18038811,HSFY1P1,Q277338,pseudogene
Q18038826,IGHV3OR16-16,Q277338,pseudogene
Q18038828,IGHV3OR16-15,Q277338,pseudogene
Q18038830,IGHV3OR16-12,Q277338,pseudogene
Q18038831,IGHV3OR16-11,Q277338,pseudogene
Q18038832,IGHV3OR16-10,Q277338,pseudogene
Q18038833,IGHV3OR16-9,Q277338,pseudogene
Q18038834,IGHV3OR16-7,Q277338,pseudogene
Q18038835,IGHV1OR16-4,Q277338,pseudogene
Q18038836,IGHV1OR16-3,Q277338,pseudogene
Q18038837,IGHV1OR16-2,Q277338,pseudogene
Q18038838,IGHV1OR16-1,Q277338,pseudogene
Q18038842,IGHV3OR15-7,Q277338,pseudogene
Q18038843,IGHV1OR15-6,Q277338,pseudogene
Q18038844,IGHD5OR15-5B,Q277338,pseudogene
Q18038855,IGHVIV-44-1,Q277338,pseudogene
Q18038856,IGHVIII-82,Q277338,pseudogene
Q18038857,IGHVIII-76-1,Q277338,pseudogene
Q18038858,IGHVIII-67-4,Q277338,pseudogene
Q18038861,IGHVIII-67-2,Q277338,pseudogene
Q18038863,IGHVIII-47-1,Q277338,pseudogene
Q18038864,IGHVIII-44,Q277338,pseudogene
Q18038865,IGHVIII-38-1,Q277338,pseudogene
Q18038866,IGHVIII-26-1,Q277338,pseudogene
Q18038867,IGHVIII-25-1,Q277338,pseudogene
Q18038868,IGHVIII-22-2,Q277338,pseudogene
Q18038869,IGHVIII-16-1,Q277338,pseudogene
Q18038870,IGHVIII-13-1,Q277338,pseudogene
Q18038871,IGHVIII-11-1,Q277338,pseudogene
Q18038872,IGHVIII-5-2,Q277338,pseudogene
Q18038873,IGHVIII-5-1,Q277338,pseudogene
Q18038875,IGHVIII-2-1,Q277338,pseudogene
Q18038876,IGHVII-78-1,Q277338,pseudogene
Q18038877,IGHVII-74-1,Q277338,pseudogene
Q18038878,IGHVII-67-1,Q277338,pseudogene
Q18038879,IGHVII-65-1,Q277338,pseudogene
Q18038880,IGHVII-62-1,Q277338,pseudogene
Q18038881,IGHVII-60-1,Q277338,pseudogene
Q18038882,IGHVII-53-1,Q277338,pseudogene
Q18038883,IGHVII-51-2,Q277338,pseudogene
Q18038884,IGHVII-49-1,Q277338,pseudogene
Q18038885,IGHVII-46-1,Q277338,pseudogene
Q18038886,IGHVII-44-2,Q277338,pseudogene
Q18038887,IGHVII-43-1,Q277338,pseudogene
Q18038888,IGHVII-40-1,Q277338,pseudogene
Q18038890,IGHVII-33-1,Q277338,pseudogene
Q18038891,IGHVII-31-1,Q277338,pseudogene
Q18038893,IGHVII-30-1,Q277338,pseudogene
Q18038894,IGHVII-28-1,Q277338,pseudogene
Q18038895,IGHVII-26-2,Q277338,pseudogene
Q18038896,IGHVII-22-1,Q277338,pseudogene
Q18038897,IGHVII-20-1,Q277338,pseudogene
Q18038898,IGHVII-15-1,Q277338,pseudogene
Q18038899,IGHVII-1-1,Q277338,pseudogene
Q18038901,IGHV7-56,Q277338,pseudogene
Q18038903,IGHV7-40,Q277338,pseudogene
Q18056021,FKBP9P1,Q277338,pseudogene
Q18056022,CYCSP52,Q277338,pseudogene
Q18056023,CYCSP53,Q277338,pseudogene
Q18056024,CYCSP4,Q277338,pseudogene
Q18056025,CYCSP5,Q277338,pseudogene
Q18056026,CYCSP6,Q277338,pseudogene
Q18056027,CYCSP8,Q277338,pseudogene
Q18056028,CYCTP,Q277338,pseudogene
Q18056030,NDUFA4P1,Q277338,pseudogene
Q18056031,CYCSP10,Q277338,pseudogene
Q18056032,CYCSP11,Q277338,pseudogene
Q18056033,CYCSP12,Q277338,pseudogene
Q18056034,CYCSP14,Q277338,pseudogene
Q18056035,CYCSP16,Q277338,pseudogene
Q18056037,CYCSP17,Q277338,pseudogene
Q18056038,CYCSP18,Q277338,pseudogene
Q18056039,CYCSP19,Q277338,pseudogene
Q18056040,CYCSP22,Q277338,pseudogene
Q18056041,CYCSP23,Q277338,pseudogene
Q18056042,CYCSP24,Q277338,pseudogene
Q18056043,CYCSP26,Q277338,pseudogene
Q18056044,CYCSP28,Q277338,pseudogene
Q18056045,CYCSP29,Q277338,pseudogene
Q18056046,CYCSP32,Q277338,pseudogene
Q18056048,CYCSP34,Q277338,pseudogene
Q18056049,CYCSP2,Q277338,pseudogene
Q18056050,CYCSP38,Q277338,pseudogene
Q18056051,CYCSP40,Q277338,pseudogene
Q18056053,CYCSP41,Q277338,pseudogene
Q18056054,CYCSP43,Q277338,pseudogene
Q18056055,CYCSP48,Q277338,pseudogene
Q18056064,OTUD4P1,Q277338,pseudogene
Q18056068,STK19B,Q277338,pseudogene
Q18056071,H1-9P,Q277338,pseudogene
Q18056088,TPTE2P6,Q277338,pseudogene
Q18056089,THSD1P1,Q277338,pseudogene
Q18056093,GOLGA6L5P,Q277338,pseudogene
Q18056097,WASH3P,Q277338,pseudogene
Q18056098,WASH4P,Q277338,pseudogene
Q18056127,S100A7P2,Q277338,pseudogene
Q18056134,PI4KAP2,Q277338,pseudogene
Q18056139,WASH2P,Q277338,pseudogene
Q18056152,COPS8P2,Q277338,pseudogene
Q18056162,OR7E31P,Q277338,pseudogene
Q18056168,WASH5P,Q277338,pseudogene
Q18056170,AQP7P1,Q277338,pseudogene
Q18056179,RBMY2BP,Q277338,pseudogene
Q18056180,DMBT1L1,Q277338,pseudogene
Q18056183,RNF126P1,Q277338,pseudogene
Q18056185,RPS10P7,Q277338,pseudogene
Q18056186,SDC4P,Q277338,pseudogene
Q18056190,RPL24P4,Q277338,pseudogene
Q18056194,TSPY12P,Q277338,pseudogene
Q18056196,TSPY13P,Q277338,pseudogene
Q18056197,CDY5P,Q277338,pseudogene
Q18056198,OFD1P1Y,Q277338,pseudogene
Q18056199,OFD1P2Y,Q277338,pseudogene
Q18056200,CDY9P,Q277338,pseudogene
Q18056201,TSPY14P,Q277338,pseudogene
Q18056202,CDY11P,Q277338,pseudogene
Q18056213,SNX19P1,Q277338,pseudogene
Q18056214,RPL37P3,Q277338,pseudogene
Q18056215,RPL37P4,Q277338,pseudogene
Q18056228,RBMY2GP,Q277338,pseudogene
Q18056229,RBMY2HP,Q277338,pseudogene
Q18056230,RBMY2JP,Q277338,pseudogene
Q18056231,RBMY2NP,Q277338,pseudogene
Q18056233,RBMY2OP,Q277338,pseudogene
Q18056234,RBMY2QP,Q277338,pseudogene
Q18056236,RBMY2SP,Q277338,pseudogene
Q18056238,RBMY2TP,Q277338,pseudogene
Q18056239,RBMY2UP,Q277338,pseudogene
Q18056240,RBMY2VP,Q277338,pseudogene
Q18056242,RBMY2WP,Q277338,pseudogene
Q18056243,RBMY2XP,Q277338,pseudogene
Q18056244,RNF138P1,Q277338,pseudogene
Q18056245,RBMY2YP,Q277338,pseudogene
Q18056246,TSPY5P,Q277338,pseudogene
Q18056247,XKRYP1,Q277338,pseudogene
Q18056248,XKRYP2,Q277338,pseudogene
Q18056249,XKRYP3,Q277338,pseudogene
Q18056250,XKRYP4,Q277338,pseudogene
Q18056251,XKRYP5,Q277338,pseudogene
Q18056252,XKRYP6,Q277338,pseudogene
Q18056257,RNASEH2CP1,Q277338,pseudogene
Q18056262,OSTF1P1,Q277338,pseudogene
Q18056263,AURKAP2,Q277338,pseudogene
Q18056277,OFD1P3Y,Q277338,pseudogene
Q18056278,OFD1P4Y,Q277338,pseudogene
Q18056279,OFD1P5Y,Q277338,pseudogene
Q18056280,OFD1P6Y,Q277338,pseudogene
Q18056281,OFD1P7Y,Q277338,pseudogene
Q18056282,OFD1P8Y,Q277338,pseudogene
Q18056283,OFD1P9Y,Q277338,pseudogene
Q18056284,OFD1P10Y,Q277338,pseudogene
Q18056285,OFD1P11Y,Q277338,pseudogene
Q18056286,OFD1P12Y,Q277338,pseudogene
Q18056287,OFD1P13Y,Q277338,pseudogene
Q18056288,OFD1P14Y,Q277338,pseudogene
Q18056289,OFD1P15Y,Q277338,pseudogene
Q18052921,KRT18P3,Q277338,pseudogene
Q18052922,RPSAP1,Q277338,pseudogene
Q18052926,PA2G4P2,Q277338,pseudogene
Q18052929,PGAM3P,Q277338,pseudogene
Q18052930,PPIAP21,Q277338,pseudogene
Q18052933,PPIAP2,Q277338,pseudogene
Q18052936,PPIAP3,Q277338,pseudogene
Q18052938,PPIAP17,Q277338,pseudogene
Q18052940,PSMD10P1,Q277338,pseudogene
Q18052941,PTMAP6,Q277338,pseudogene
Q18052942,RNF11P2,Q277338,pseudogene
Q18052944,AIMP1P1,Q277338,pseudogene
Q18052945,SF3A3P1,Q277338,pseudogene
Q18052946,SNRPFP1,Q277338,pseudogene
Q18052947,SRMP1,Q277338,pseudogene
Q18052948,DYNLT3P1,Q277338,pseudogene
Q18052949,TPM3P2,Q277338,pseudogene
Q18052950,UBE2V1P1,Q277338,pseudogene
Q18052953,XPOTP1,Q277338,pseudogene
Q18052967,NUDT4P2,Q277338,pseudogene
Q18052978,DEFT1P,Q277338,pseudogene
Q18052993,NICN2P,Q277338,pseudogene
Q18052995,DSTNP2,Q277338,pseudogene
Q18052996,DNAJB1P1,Q277338,pseudogene
Q18052997,UBE2L5,Q277338,pseudogene
Q18053000,TXNP2,Q277338,pseudogene
Q18053001,GLRXP2,Q277338,pseudogene
Q18053002,TXNP3,Q277338,pseudogene
Q18053004,HSPE1P28,Q277338,pseudogene
Q18053005,HSPE1P16,Q277338,pseudogene
Q18053006,CRPP1,Q277338,pseudogene
Q18053007,PDIA3P1,Q277338,pseudogene
Q18053008,SPA17P1,Q277338,pseudogene
Q18053010,CYP2F2P,Q277338,pseudogene
Q18053011,SRSF10P2,Q277338,pseudogene
Q18053015,CYP2T1P,Q277338,pseudogene
Q18053019,HMGA1P2,Q277338,pseudogene
Q18053020,TXNP6,Q277338,pseudogene
Q18053025,SLC20A1P1,Q277338,pseudogene
Q18053026,SLC20A1P2,Q277338,pseudogene
Q18053027,GOLGA4P3,Q277338,pseudogene
Q18053028,GOLGA4P1,Q277338,pseudogene
Q18053029,GOLGA4P2,Q277338,pseudogene
Q18053030,RPS8P1,Q277338,pseudogene
Q18053034,DDX50P1,Q277338,pseudogene
Q18053036,OXCT2P1,Q277338,pseudogene
Q18053057,SSU72P5,Q277338,pseudogene
Q18053058,RPS2P38,Q277338,pseudogene
Q18053082,EEF1DP3,Q277338,pseudogene
Q18053091,DNM1P46,Q277338,pseudogene
Q18053108,TUBB8P7,Q277338,pseudogene
Q18053115,CASP16P,Q277338,pseudogene
Q18053136,RNASEH1P3,Q277338,pseudogene
Q18053141,MRPS21P1,Q277338,pseudogene
Q18053150,PFN1P3,Q277338,pseudogene
Q18053155,TUBB8P6,Q277338,pseudogene
Q18053174,ALMS1P1,Q277338,pseudogene
Q18053180,CRYGEP,Q277338,pseudogene
Q18053213,RPL32P31,Q277338,pseudogene
Q18053215,AMZ2P1,Q277338,pseudogene
Q18053216,NOS2P2,Q277338,pseudogene
Q18053233,AADACP1,Q277338,pseudogene
Q18053242,GK6P,Q277338,pseudogene
Q18053247,RPL27P10,Q277338,pseudogene
Q18053256,OSTCP1,Q277338,pseudogene
Q18053261,RPL17P27,Q277338,pseudogene
Q18053262,OR2A3P,Q277338,pseudogene
Q18053292,HMGA1P1,Q277338,pseudogene
Q18053293,HMGB3P30,Q277338,pseudogene
Q18053301,RPSAP52,Q277338,pseudogene
Q18053304,IGLJCOR18,Q277338,pseudogene
Q18053310,CNN2P8,Q277338,pseudogene
Q18053315,NBPF21P,Q277338,pseudogene
Q18053320,PIP5K1P1,Q277338,pseudogene
Q18053322,SFTA1P,Q277338,pseudogene
Q18053339,OR7E5P,Q277338,pseudogene
Q18053351,OR5AK4P,Q277338,pseudogene
Q18053370,TACC1P1,Q277338,pseudogene
Q18053423,CTAGE3P,Q277338,pseudogene
Q18053424,TPTE2P3,Q277338,pseudogene
Q18053427,CTBP2P3,Q277338,pseudogene
Q18053438,CTAGE10P,Q277338,pseudogene
Q18053439,RPS4XP16,Q277338,pseudogene
Q18053441,USP32P2,Q277338,pseudogene
Q18053442,RPLP0P6,Q277338,pseudogene
Q18053443,CDK7P1,Q277338,pseudogene
Q18053444,FUNDC2P1,Q277338,pseudogene
Q18053445,FABP5P3,Q277338,pseudogene
Q18053447,RPSAP15,Q277338,pseudogene
Q18053451,KRT8P16,Q277338,pseudogene
Q18053455,OR6D1P,Q277338,pseudogene
Q18053461,CEP57L1P1,Q277338,pseudogene
Q18053478,CYCSP33,Q277338,pseudogene
Q18053484,CCDC162P,Q277338,pseudogene
Q18053501,TREML5P,Q277338,pseudogene
Q18053502,ADCY10P1,Q277338,pseudogene
Q18053515,RANP1,Q277338,pseudogene
Q18053516,ZSCAN12P1,Q277338,pseudogene
Q18053524,MRPL48P1,Q277338,pseudogene
Q18053527,SERPINB9P1,Q277338,pseudogene
Q17910339,CRYGGP,Q277338,pseudogene
Q17910386,CRYZP1,Q277338,pseudogene
Q17910988,CSRP2P1,Q277338,pseudogene
Q17911139,CSTP1,Q277338,pseudogene
Q17911149,CSTP2,Q277338,pseudogene
Q17911575,CTNNA1P1,Q277338,pseudogene
Q17911640,CTSLP2,Q277338,pseudogene
Q17911641,CTSLP8,Q277338,pseudogene
Q17911649,CYB5AP3,Q277338,pseudogene
Q17911650,CYB5AP4,Q277338,pseudogene
Q17911659,CYP2A7P1,Q277338,pseudogene
Q17911683,CYP2B7P,Q277338,pseudogene
Q17911859,CYP2D8P,Q277338,pseudogene
Q17912206,ADAM3A,Q277338,pseudogene
Q17912221,CYP21A1P,Q277338,pseudogene
Q17912235,ADAM3B,Q277338,pseudogene
Q17913087,DBIP2,Q277338,pseudogene
Q17913099,DBIP1,Q277338,pseudogene
Q17913606,GADD45AP1,Q277338,pseudogene
Q17913893,DHX9P1,Q277338,pseudogene
Q17914014,DLSTP1,Q277338,pseudogene
Q17914733,DRD5P1,Q277338,pseudogene
Q17914734,DRD5P2,Q277338,pseudogene
Q17915119,E2F3P1,Q277338,pseudogene
Q17915967,EEF1A1P43,Q277338,pseudogene
Q17916018,EEF1B2P2,Q277338,pseudogene
Q17916088,EIF4EP1,Q277338,pseudogene
Q17916094,EIF5AP2,Q277338,pseudogene
Q17916096,EIF5AP3,Q277338,pseudogene
Q17916594,ELK2AP,Q277338,pseudogene
Q17916821,ENO1P1,Q277338,pseudogene
Q17927847,FDPSP3,Q277338,pseudogene
Q17927848,FDPSP4,Q277338,pseudogene
Q17927849,FDPSP5,Q277338,pseudogene
Q17927850,FDX1P1,Q277338,pseudogene
Q17927865,FECHP1,Q277338,pseudogene
Q17928476,FKBP1AP1,Q277338,pseudogene
Q17928488,FKBP1AP2,Q277338,pseudogene
Q17928497,FKBP1AP3,Q277338,pseudogene
Q17928506,FKBP1AP4,Q277338,pseudogene
Q17928796,FOXO3B,Q277338,pseudogene
Q17928798,FOXO1B,Q277338,pseudogene
Q17928918,FNTAP2,Q277338,pseudogene
Q17930911,FTH1P1,Q277338,pseudogene
Q17930929,FTH1P2,Q277338,pseudogene
Q17930953,FTH1P3,Q277338,pseudogene
Q17931006,FTH1P4,Q277338,pseudogene
Q18015284,GSTA6P,Q277338,pseudogene
Q18016343,JCHAINP1,Q277338,pseudogene
Q18016429,ALDOAP2,Q277338,pseudogene
Q18021285,CEACAMP1,Q277338,pseudogene
Q18024637,FTH1P7,Q277338,pseudogene
Q18024647,FTH1P8,Q277338,pseudogene
Q18024657,FTH1P10,Q277338,pseudogene
Q18024667,FTH1P11,Q277338,pseudogene
Q18024678,FTH1P12,Q277338,pseudogene
Q18024689,FTH1P15,Q277338,pseudogene
Q18024699,FTH1P16,Q277338,pseudogene
Q18024711,FTH1P5,Q277338,pseudogene
Q18024721,FTH1P21,Q277338,pseudogene
Q18024753,FUCA1P1,Q277338,pseudogene
Q18025423,GAPDHP60,Q277338,pseudogene
Q18025434,GAPDHP67,Q277338,pseudogene
Q18025437,GAPDHP69,Q277338,pseudogene
Q18025440,GAPDHP71,Q277338,pseudogene
Q18025445,GAPDHP1,Q277338,pseudogene
Q18025503,GBAP1,Q277338,pseudogene
Q18025743,GDI2P1,Q277338,pseudogene
Q18025834,GGT3P,Q277338,pseudogene
Q18025843,GGTA1P,Q277338,pseudogene
Q18025931,GJA1P1,Q277338,pseudogene
Q18026040,GK3P,Q277338,pseudogene
Q18026052,GK4P,Q277338,pseudogene
Q18026137,GLDCP1,Q277338,pseudogene
Q18026170,GLUD1P3,Q277338,pseudogene
Q18026173,GLUD1P4,Q277338,pseudogene
Q18026176,GLUD1P5,Q277338,pseudogene
Q18026182,GLULP1,Q277338,pseudogene
Q18026185,GLULP2,Q277338,pseudogene
Q18026195,GM2AP1,Q277338,pseudogene
Q18026225,GNAI2P1,Q277338,pseudogene
Q18026239,GNAQP1,Q277338,pseudogene
Q18026267,GNG5P1,Q277338,pseudogene
Q18026404,GPR32P1,Q277338,pseudogene
Q18026442,GRK6P1,Q277338,pseudogene
Q18026473,GPX1P2,Q277338,pseudogene
Q18026532,NR3C1P1,Q277338,pseudogene
Q18026596,GSTP1P1,Q277338,pseudogene
Q18026628,GTF2F2P1,Q277338,pseudogene
Q18026645,GTF2IP1,Q277338,pseudogene
Q18026657,GUCY1B2,Q277338,pseudogene
Q18026692,GULOP,Q277338,pseudogene
Q18026782,HADHAP1,Q277338,pseudogene
Q18026802,HBAP1,Q277338,pseudogene
Q18026807,HBBP1,Q277338,pseudogene
Q18026828,HBZP1,Q277338,pseudogene
Q18026944,HLA-DPB2,Q277338,pseudogene
Q18026961,HLA-DRB2,Q277338,pseudogene
Q18026967,HLA-DRB6,Q277338,pseudogene
Q18026969,HLA-DRB7,Q277338,pseudogene
Q18056291,FAM8A7P,Q277338,pseudogene
Q18056292,FAM8A4P,Q277338,pseudogene
Q18056293,FAM8A9P,Q277338,pseudogene
Q18056294,FAM8A10P,Q277338,pseudogene
Q18056295,CDY4P,Q277338,pseudogene
Q18056296,CDY6P,Q277338,pseudogene
Q18056297,CDY7P,Q277338,pseudogene
Q18056298,CDY8P,Q277338,pseudogene
Q18056299,CDY12P,Q277338,pseudogene
Q18056300,CDY13P,Q277338,pseudogene
Q18056301,CDY14P,Q277338,pseudogene
Q18056302,CDY15P,Q277338,pseudogene
Q18056303,CDY16P,Q277338,pseudogene
Q18056304,CDY17P,Q277338,pseudogene
Q18056305,CDY18P,Q277338,pseudogene
Q18056306,CDY19P,Q277338,pseudogene
Q18056307,CDY20P,Q277338,pseudogene
Q18056308,CDY21P,Q277338,pseudogene
Q18056309,CDY22P,Q277338,pseudogene
Q18056310,CDY23P,Q277338,pseudogene
Q18056312,SLC6A10P,Q277338,pseudogene
Q18056315,GUSBP2,Q277338,pseudogene
Q18056316,HTATSF1P1,Q277338,pseudogene
